Rank,Title,Interventions,URL
5180,Stem Cell Educator Therapy Treat the Viral Inflammation in COVID-19,Combination Product: Stem Cell Educator-Treated Mononuclear Cells Apheresis,https://ClinicalTrials.gov/show/NCT04299152
5181,Antiviral Drugs on the Treatment of SARS-CoV-2,Drug: Favipiravir|Drug: Remdesivir,https://ClinicalTrials.gov/show/NCT04727775
5182,Pilot Feasibility Study of Remote Problem Management Plus for Adults Affected by COVID-19,Behavioral: Remote Problem Management Plus,https://ClinicalTrials.gov/show/NCT04617262
5183,Immunological Follow-up After SARS CoV2 Vaccination in Kidney Transplant Recipients,Other: Study of the synthesis of antibodies directed against SARS,https://ClinicalTrials.gov/show/NCT04757883
5184,The CASCADE Study - Measures of Complement Activation and Inflammation in Patients With Covid-19,,https://ClinicalTrials.gov/show/NCT04453527
5185,Microvascular Flow and Reactivity in Patients Presenting in the Acute Phase of COVID-19.,Other: evaluation of skin microvascular flow and reactivity,https://ClinicalTrials.gov/show/NCT04406545
5186,Impact of Aerosol Box Use on Healthcare Provider Contamination,Device: Aerosol Box (Splashguard),https://ClinicalTrials.gov/show/NCT04880668
5187,Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19,Drug: Nitric Oxide Gas,https://ClinicalTrials.gov/show/NCT04306393
5188,Prevalence and Risk Factors for Venous Thromboembolic Events in Critically Ill Patients With COVID-19,Other: Ultrasonography,https://ClinicalTrials.gov/show/NCT04567927
5189,The Development of Pancreatic Injury in the Course of Severe Acute Respiratory Syndrome Coronavirus 2 Infection,Other: biochemical analysis,https://ClinicalTrials.gov/show/NCT04433754
5190,Quality of Life and Patient-centered Outcomes After ICU Admission for COVID-19,Other: COVID-19 Pneumonia,https://ClinicalTrials.gov/show/NCT04416464
5191,"Evaluation of Systemic and Oral Conditions of Pregnant Women and Their Babies, With Exposure to COVID-19 Infection",Other: congenital malformation,https://ClinicalTrials.gov/show/NCT04492449
5192,SURVEY ABOUT STRESS-COVID IN HEALTH CARE WORKERS IN NORTH AFRICA COUNTRY,,https://ClinicalTrials.gov/show/NCT04740125
5193,COVID-19 Antibody Levels After Vaccines,Biological: COVID-19 Vaccination,https://ClinicalTrials.gov/show/NCT04944134
5194,Assessment of Lung Recruitablity of Acute Respiratory Distress Syndrome With SARS-CoV-2 Pneumonia by Electrical Impedance Tomography,,https://ClinicalTrials.gov/show/NCT04473300
5195,"Safety, Tolerability and Immunogenicity of INO-4800 for COVID-19 in Healthy Volunteers",Drug: INO-4800|Device: CELLECTRA® 2000,https://ClinicalTrials.gov/show/NCT04336410
5196,COVID-2019 Testing and Vaccination Among African American and Latinx Public Housing Residents,Behavioral: Increasing Willingness and Uptake of COVID-19 Testing and Vaccination,https://ClinicalTrials.gov/show/NCT04542395
5197,"SeroCOVIDial Study: Assessment of COVID-19 Seroconversion in Patients on Chronic Hemodialysis and in Their Caregivers, a Cohort Study",Biological: Blood sample|Biological: Serum tube collection,https://ClinicalTrials.gov/show/NCT04420338
5198,The PREPARE for COVID Trial,Behavioral: The PREPARE program,https://ClinicalTrials.gov/show/NCT04392115
5199,"The ECOVITA Study - Validation of LUS Score in SARS-CoV-2 Disease, i.e COVID-19",Diagnostic Test: lung ultrasound,https://ClinicalTrials.gov/show/NCT04871685
5200,Virtual Lifestyle Program Evaluation During Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),Behavioral: Lifestyle program,https://ClinicalTrials.gov/show/NCT04784624
5201,Effect of Home Exercise Activity on Cortisol and Depression in COPD During the Pandemic COVID,Behavioral: exercise group|Other: control group,https://ClinicalTrials.gov/show/NCT04639349
5202,Does Hepatitis C Management Protect Egyptian Population Against Severe Corona Virus Disease-2019?,,https://ClinicalTrials.gov/show/NCT04757272
5203,Incidence of Postoperative Delirium After Cardiac Surgery in Adults.,Procedure: cardiac surgery,https://ClinicalTrials.gov/show/NCT04828902
5204,"Study to Assess the Safety, Tolerability, and Pharmacokinetics of HFB30132A Against COVID-19 in Healthy Adults",Drug: HFB30132A|Other: Placebo,https://ClinicalTrials.gov/show/NCT04590430
5205,Nursing Study of Skin Lesions Related to Health Care Protection in Novel Nursing Study of Skin Lesions Related to Health Care Protection in Novel Coronavirus Epidemic,Other: Ointment and dressing for external use,https://ClinicalTrials.gov/show/NCT04913740
5206,COVID-19 CoronaVac in Patients With Autoimmune Rheumatic Diseases and HIV/AIDS,Biological: CoronaVac,https://ClinicalTrials.gov/show/NCT04754698
5207,A Study of Opaganib in Coronavirus Disease 2019 Pneumonia,Drug: Opaganib|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04414618
5208,HOME-CoV: Hospitalization or Outpatient ManagEment of Patients With a SARS-CoV-2 Infection,Other: HOME-CoV rule implementation,https://ClinicalTrials.gov/show/NCT04338841
5209,Study to Assess VPM1002 in Reducing Hospital Admissions and/or Severe Respiratory Infectious Diseases in Elderly in COVID-19 Pandemic,Biological: VPM1002|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04435379
5210,"Stress, Personality, Attachment and Coping During the Covid Crisis.",Other: PTSD Check List (PCL) scale|Other: Brief COPE scale|Other: GAD-7 (Generalized Anxiety Disorder) scale (during containment)|Other: Analog scale|Other: GAD-7 (Generalized Anxiety Disorder) scale (post containment)|Other: Big Five Inventory (BFI) scale|Other: Relationship Scales Questionnaire (RSQ),https://ClinicalTrials.gov/show/NCT04760795
5211,The VITDALIZE Study: Effect of High-dose Vitamin D3 on 28-day Mortality in Adult Critically Ill Patients,Drug: Cholecalciferol|Drug: Placebo,https://ClinicalTrials.gov/show/NCT03188796
5212,Heterologous Vaccination With an Vaxzevria (ChAdOx1-S) Prime and a Comirnaty (BNT162b2) Boost Compared With Homolog Vaccination With Vaxzervria (Prime/Boost) or Comirnaty (Prime/Boost),Biological: Vaxzevria|Biological: Comirnaty,https://ClinicalTrials.gov/show/NCT04907331
5213,Immune Responses in Oncology Patients to Novel Coronavirus Vaccines (IROC),Biological: COVID-19 Vaccination,https://ClinicalTrials.gov/show/NCT04930055
5214,Resilience Evaluation of Caregivers During the SARS-CoV2 Epidemic Period : Prospective Cohort.,Other: Questionnaire,https://ClinicalTrials.gov/show/NCT04349163
5215,"To Evaluate the Safety, Tolerability and Pharmacokinetics of CT-P59 in Healthy Subjects",Drug: CT-P59|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04525079
5216,Safety and Immunogenicity Study of 20vPnC When Coadministered With a Booster Dose of BNT162b2,Biological: 20-valent pneumococcal conjugate vaccine (20vPnC)|Biological: BNT162b2|Other: Saline,https://ClinicalTrials.gov/show/NCT04887948
5217,A Clinical Trial of COVAC-2 in Healthy Adults,Biological: COVAC-2|Biological: Saline Placebo,https://ClinicalTrials.gov/show/NCT04702178
5218,Intersectoral Platform (SÜP) of the National Pandemic Cohort Network (NAPKON),Other: Observational of different courses of SARS-CoV-2 infection in different phases (acute vs. post-acute) and settings,https://ClinicalTrials.gov/show/NCT04768998
5219,Chloroquine Diphosphate for the Treatment of Severe Acute Respiratory Syndrome Secondary to SARS-CoV2,Drug: Chloroquine diphosphate,https://ClinicalTrials.gov/show/NCT04323527
5220,Tocilizumab in Coronavirus-19 Positive Patients,Biological: Tocilizumab,https://ClinicalTrials.gov/show/NCT04423042
5221,A Pilot Clinical Study on Inhalation of Mesenchymal Stem Cells Exosomes Treating Severe Novel Coronavirus Pneumonia,Biological: MSCs-derived exosomes,https://ClinicalTrials.gov/show/NCT04276987
5222,Olfactory Disfunction and Co-ultraPEALut,Combination Product: co-ultraPEALut|Dietary Supplement: PEALut|Procedure: Olfactory Rehab,https://ClinicalTrials.gov/show/NCT04853836
5223,Convalescent Plasma to Stem Coronavirus (CSSC-001),Biological: Anti- SARS-CoV-2 Plasma|Biological: SARS-CoV-2 non-immune Plasma,https://ClinicalTrials.gov/show/NCT04323800
5224,"Development of a Simple, Fast and Portable Recombinase Aided Amplification Assay for 2019-nCoV",Diagnostic Test: Recombinase aided amplification (RAA) assay,https://ClinicalTrials.gov/show/NCT04245631
5225,Predicting Severity and Disease Progression in Influenza-like Illness (Including COVID-19),Biological: Respiratory infections,https://ClinicalTrials.gov/show/NCT04664075
5226,Exploring the Immune Response to SARS-CoV-2 modRNA Vaccines in Patients With Secondary Progressive Multiple Sclerosis (AMA-VACC),Drug: BAF312|Drug: Baseline disease modifying therapies (DMTs),https://ClinicalTrials.gov/show/NCT04792567
5227,Mucolytics in Patients on Invasive Mechanical Ventilation Due to Severe Acute Respiratory Syndrome Coronavirus 2,"Other: Inhalation of N-acetylcysteine|Other: Inhalation of 5% sodium chloride|Other: Inhalation of 8,4% sodium bicarbonate",https://ClinicalTrials.gov/show/NCT04755972
5228,"Clinical, Biological and Histological Pulmonary and Renal Damage Associated With the SARS-CoV-2 Syndrome in Patients Admitted in ICU",,https://ClinicalTrials.gov/show/NCT04385004
5229,HUNgarian COronaVirus Disease-19 Epidemiological Research,,https://ClinicalTrials.gov/show/NCT04370067
5230,Xiyanping Injection for the Treatment of New Coronavirus Infected Pneumonia,"Drug: Xiyanping injection|Drug: Lopinavir / ritonavir, alpha-interferon nebulization,Abidor Hydrochloride",https://ClinicalTrials.gov/show/NCT04275388
5231,Covid Radiographic Images Data-set for A.I,Diagnostic Test: Neural network diagnosis algorithm,https://ClinicalTrials.gov/show/NCT04419545
5232,imPulse™ Una Infrasound-to-ultrasound E-stethoscope,Device: imPulse™ Una infrasound-to-ultrasound e-stethoscope|Diagnostic Test: (PPA >95%) FDA EUA RT-PCR|Radiation: HR-CT-scan,https://ClinicalTrials.gov/show/NCT04941209
5233,Safety and Immunogenicity of AdCOVID in Healthy Adults (COVID-19 Vaccine Study),Biological: AdCOVID|Other: Placebo,https://ClinicalTrials.gov/show/NCT04679909
5234,Sequelae of Sars-CoV-2 Infections,,https://ClinicalTrials.gov/show/NCT04442789
5235,Norwegian Coronavirus Disease 2019 Study,Drug: Hydroxychloroquine Sulfate,https://ClinicalTrials.gov/show/NCT04316377
5236,"Body Weight Regulation, Disordered Eating Behaviour, and Experiences of Sexual Harassment in Female Martial Art Athletes",,https://ClinicalTrials.gov/show/NCT04559542
5237,Social Media Use During COVID-19,Behavioral: Use of social media during COVID-19,https://ClinicalTrials.gov/show/NCT04305574
5238,2019-nCoV Outbreak and Cardiovascular Diseases,,https://ClinicalTrials.gov/show/NCT04255940
5239,Colchicine Coronavirus SARS-CoV2 Trial (COLCORONA),Drug: Colchicine|Drug: Placebo oral tablet,https://ClinicalTrials.gov/show/NCT04322682
5240,"The Effect of Emotion Regulation Training on Anxiety, in College Students in Egypt",Behavioral: Emotion Regulation training based on DBT,https://ClinicalTrials.gov/show/NCT04932369
5241,Skeletal Muscle Wasting in SARS-CoV-2,Procedure: Muscle Biopsy,https://ClinicalTrials.gov/show/NCT04698798
5242,Stay Well at Home: a Text-messaging Study Social Distancing,Behavioral: Uniform random message delivery|Behavioral: Reinforcement learning message delivery,https://ClinicalTrials.gov/show/NCT04473599
5243,Quercetin In The Treatment Of SARS-COV 2,Drug: Quercetin|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04853199
5244,The Effect of Behaviour Change Interventions on Use of Public Handwashing Stations in Bangladesh,Behavioral: Low Intensity Nudges|Behavioral: High Intensity Activities|Behavioral: BRAC's business-as-usual,https://ClinicalTrials.gov/show/NCT04765540
5245,Reducing Hopelessness Through Improved Physical Activity in Adults With Heart Disease: With COVID-19 Considerations,Behavioral: Motivational social support from nurse|Behavioral: Motivational social support from nurse with additional support from significant other|Behavioral: Attention control,https://ClinicalTrials.gov/show/NCT03907891
5246,COV2Base-A Rare Disease by COVID Study,,https://ClinicalTrials.gov/show/NCT04564274
5247,COVID-2019 Vaccine Immune Response Base on Single Cell Multi-Omics,Biological: Recently Vaccination,https://ClinicalTrials.gov/show/NCT04871932
5248,Immune Response to SARS-CoV-2 Vaccination in Systemic Lupus,Biological: SRAS-CoV-2 vaccination immunological response,https://ClinicalTrials.gov/show/NCT04894253
5249,Response to SARS-CoV-2 Vaccine in Stem Cell Transplant and Cellular Therapy Patients,Diagnostic Test: COVID-19 serology IgG,https://ClinicalTrials.gov/show/NCT04723706
5250,Effect of a COVID-specific Advance Care Planning Intervention,Behavioral: Advance Care Planning Video|Behavioral: Advance Care Planning Video and Conversation,https://ClinicalTrials.gov/show/NCT04852055
5251,Efficacy of Probiotics in the Treatment of Hospitalised Patients With Novel Coronavirus Infection,Other: Probiotics,https://ClinicalTrials.gov/show/NCT04854941
5252,Emotional Freedom Technique (EFT) Effect on Nurses,Behavioral: Emotional Freedom Technique,https://ClinicalTrials.gov/show/NCT04393077
5253,Detection of Influenza or SARS-CoV-2 Infection by IMS of Nasal Air Sampling,Diagnostic Test: MCC IMS,https://ClinicalTrials.gov/show/NCT04282135
5254,Sexual Health and Problems During the Covid -19 Infection,Behavioral: questionaire to husband and wife,https://ClinicalTrials.gov/show/NCT04427813
5255,LUNG FIBROTIC CHANGES ASSOCIATED WITH SARS-CoV-2 INFECTION,,https://ClinicalTrials.gov/show/NCT04409275
5256,Adverse Events Related to Treatments Used Against Coronavirus Disease 2019,Drug: Any drug used to treat Covid-19,https://ClinicalTrials.gov/show/NCT04314817
5257,REstoring Mental Health After SARS-CoV-2 Through commUnity-based Psychological Services in New York City,Behavioral: Problem Management Plus|Behavioral: Services as Usual,https://ClinicalTrials.gov/show/NCT04913766
5258,Creating a Sustainable Infrastructure for SARS-CoV-2 Testing at Syringe Exchange Programs,Behavioral: Connect2Test Intervention,https://ClinicalTrials.gov/show/NCT04852848
5259,Protective Measures Against SARS-CoV-2 Contamination of Young Healthy Volunteers During a Concert of Actual Music,Other: Assisting to the event,https://ClinicalTrials.gov/show/NCT04868942
5260,Addressing Post-Intensive Care Syndrome Among Survivors of COVID (APICS-COVID),,https://ClinicalTrials.gov/show/NCT03738774
5261,"RinasciMENTE, An Internet-Based Self-Help Intervention for People With Psychological Distress Due to COVID-19",Other: internet-based intervention,https://ClinicalTrials.gov/show/NCT04907903
5262,A Study of a Candidate COVID-19 Vaccine (COV003),Biological: ChAdOx1 nCoV-19 single dose + paracetamol|Biological: MenACWY single dose + paracetamol|Biological: ChAdOx1 nCoV-19 two dose + paracetamol|Biological: MenACWY prime & saline placebo boost + paracetamol,https://ClinicalTrials.gov/show/NCT04536051
5263,Assess the Safety and Immunogenicity of NDV-HXP-S Vaccine in Thailand,Biological: Normal Saline|Biological: NDV-HXP-S vaccine,https://ClinicalTrials.gov/show/NCT04764422
5264,COmmunity Patients at Risk of Viral Infections Including SARS-CoV-2,Drug: RESP301,https://ClinicalTrials.gov/show/NCT04858451
